"";"Höhe";"Kurs";"Time";"Date";"Geschwindigkeit GPS";"Breitengrade";"Längengrad";"Satilite";"valid";"PWM1";"PWM2";"PWM3";"PWM4";"PWM5";"xDif";"yDif";"HDOP";"VOLT 1";"CAP 1";"RPM 1";"TEMP 1 ";"AMP 1";"VOLT 2";"AMP 2";"CAP 2";"RPM 2";"TEMP 2 ";"VOLT 3";"AMP 3";"CAP 3";"RPM 3";"TEMP 3";"VOLT 4";"AMP 4";"CAP 4";"RPM 4";"TEMP 4";"Trägheit";"Höhe";"rudder 1";"rudder 2";"rudder 3 ";"rudder 4";"AKKU V 1";"AKKU V 2";"AKKU V 3";"Akku V 4";"Akku V 5";"Akku V 6";"x Winkel";"y Winkel";""
"521500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"522000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"522500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"523000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"523500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"524000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"524500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"525000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"525500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"526000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"526500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"527000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"527500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"528000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"528500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"529000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"529500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"530000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"530500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"531000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"531500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"532000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"532500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"533000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"533500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"534000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"534500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"535000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"535500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"536000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"536500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"537000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"537500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"538000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"538500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"539000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"539500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"540000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"540500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"541000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"541500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"542000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"542500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"543000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"543500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"544000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"544500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"545000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"545500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"546000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"546500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"547000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"547500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"548000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"548500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"549000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"549500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"550000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"550500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"551000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"551500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"552000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"552500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"553000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
